age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,join_date,Days_from,time_from_last_visit,churn_risk_score
43,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14,101.33,38554.74,4,708.16,Yes,No,Yes,Unsolved,Quality Customer Care,2016-03-14,657,321,1
25,M,City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,5,176.06,9624.75,33.9589405,677.96,No,Yes,Yes,Solved in Follow-up,No reason specified,2015-07-04,911,106,3
11,M,Town,Gold Membership,No,Without Offers,Desktop,Mobile_Data,11,79.24,17004.03,20,675.1,No,Yes,No,Not Applicable,Too many ads,2017-07-31,153,247,3
60,F,Town,Silver Membership,No,Without Offers,Smartphone,Mobile_Data,10,327.95,31157.49,29,607.99,No,Yes,No,Not Applicable,Too many ads,2015-02-04,1061,226,3
37,M,City,No Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9,236.11,42577.62,16,687.09,No,Yes,Yes,Unsolved,Poor Customer Service,2017-10-28,64,207,3
21,F,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,23,141.73,10467.78,22,977.9850526,Yes,No,No,Not Applicable,Poor Website,2015-09-13,840,541,3
48,M,City,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14,947.589296,65635.33,6,743.5,No,Yes,Yes,Solved,Quality Customer Care,2017-11-21,40,319,1
50,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,3,399.34,40657.24,8,182.0803439,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,2016-12-10,386,60,3
44,F,Village,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,12,235.62,21873.56,23,767.6,Yes,No,No,Not Applicable,No reason specified,2017-11-15,46,269,2
44,M,Village,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,12,1067.25,20366.14,29,697.34,Yes,Yes,Yes,Solved in Follow-up,Poor Website,2015-08-09,875,275,3
59,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Mobile_Data,23,30.17,15124.04,7,599.21,No,Yes,Yes,Unsolved,Too many ads,2015-07-30,885,547,3
12,M,City,Silver Membership,Yes,Without Offers,Desktop,Mobile_Data,8,134.11,27836.9,12,617.2,No,Yes,Yes,Solved in Follow-up,Too many ads,2016-12-12,384,172,3
19,F,Town,No Membership,No,Without Offers,Smartphone,Wi-Fi,7,139.15,29136.83,5,707.15,Yes,No,Yes,Solved in Follow-up,Poor Website,2017-04-06,269,162,3
20,M,City,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,5,460.58,38429.57,26,731,Yes,No,Yes,No Information Available,No reason specified,2015-10-23,800,113,2
38,M,City,Platinum Membership,No,Without Offers,Smartphone,Mobile_Data,4,105.69,35668.87,46.43232755,765.58,No,Yes,No,Not Applicable,No reason specified,2016-07-13,536,89,2
37,M,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12,154.85,30108.3,11,619.46,No,Yes,No,Not Applicable,Poor Customer Service,2017-11-07,54,268,3
58,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9,122.79,15545.59,19,796.73,Yes,No,No,Not Applicable,Products always in Stock,2015-08-17,867,209,1
40,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,17,41.25,14535.36,12,508.81,No,Yes,No,Not Applicable,Poor Website,2016-03-29,642,395,3
58,M,Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,5,171.51,40972.7,52.16060017,376.1008263,Yes,No,Yes,No Information Available,Poor Website,2015-02-28,1037,110,2
32,F,Town,Platinum Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,4,550.82,45054.72,5,780.7,Yes,Yes,No,Not Applicable,Poor Customer Service,2017-10-04,88,92,2
46,M,Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,4,2003.13,6631.65,10,668.87,Yes,Yes,Yes,Solved in Follow-up,Poor Website,2016-06-21,558,90,3
28,F,City,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,9,1061.33,29650.2,4,764.02,Yes,No,Yes,Solved,Products always in Stock,2015-08-04,880,215,1
33,M,Village,Premium Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,5,120.55,59837.43,5,842.48,Yes,No,Yes,Solved,Reasonable Price,2016-11-20,406,106,1
52,F,Village,Platinum Membership,No,Without Offers,Smartphone,Fiber_Optic,14,105.03,36091.97,23,749.6,Yes,No,Yes,Solved,Poor Customer Service,2016-04-27,613,323,2
38,F,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,13,206.44,30828.13,13,504.01,No,Yes,Yes,Solved,Poor Website,2015-11-17,775,304,3
18,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15,118.06,1291.66,9,612.12,Yes,No,Yes,No Information Available,Too many ads,2017-03-03,303,360,3
26,M,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,19,593.79,40129.38,17,759.53,Yes,Yes,No,Not Applicable,Reasonable Price,2016-07-31,518,455,1
58,F,Town,No Membership,No,Without Offers,Desktop,Wi-Fi,22,34.72,32685.38,24,565.06,Yes,No,Yes,Unsolved,No reason specified,2017-09-02,120,518,3
61,F,City,Gold Membership,Yes,Without Offers,Desktop,Fiber_Optic,18,241.28,21796.01,28,662.2,Yes,Yes,Yes,No Information Available,Poor Website,2015-07-18,897,420,3
34,M,City,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,12,31.86,18063.79,5,714.7,No,Yes,Yes,No Information Available,Poor Customer Service,2017-09-18,104,281,3
51,F,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,6,33.42,45614.95,19,534.28,No,Yes,No,Not Applicable,Poor Product Quality,2016-12-12,384,131,3
59,F,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17,616.52,23623.87,15,630.49,No,Yes,Yes,No Information Available,Poor Website,2016-02-05,695,403,3
49,M,Village,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,20,31.99,8743.74,10,756.06,Yes,No,Yes,Solved,Poor Customer Service,2015-12-06,756,474,2
23,M,Village,Platinum Membership,No,Without Offers,Smartphone,Wi-Fi,11,180.18,38952.95,26,790.69,Yes,No,No,Not Applicable,Poor Product Quality,2016-04-12,628,258,2
62,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,19,78.09,7718.63,8,85.98077275,No,Yes,Yes,Unsolved,Poor Product Quality,2015-03-11,1026,446,3
30,F,City,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,10,788.01,70019.45,1,745.14,No,Yes,Yes,Solved in Follow-up,Products always in Stock,2015-04-04,1002,234,1
59,F,Village,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,4,480.94,49414.37,24,724.13,Yes,No,Yes,Unsolved,Poor Website,2016-09-02,485,84,2
47,F,Town,Silver Membership,No,Without Offers,Smartphone,Mobile_Data,10,143.82,11420.79,9,790.82,No,Yes,No,Not Applicable,Too many ads,2017-09-30,92,240,2
31,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12,49.4,20734.99,18,678.49,Yes,No,No,Not Applicable,Too many ads,2017-03-29,277,281,3
26,F,City,Silver Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,8,310.01,46649.95,40.60196525,730.25,Yes,Yes,Yes,Solved,Poor Customer Service,2017-05-29,216,183,2
47,M,City,No Membership,Yes,Without Offers,Both,Fiber_Optic,10,499.43,5253.15,44.9839758,613.13,Yes,No,No,Not Applicable,No reason specified,2015-12-09,753,218,3
57,M,City,Premium Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,8,667.79,38419.03,11,768.63,Yes,Yes,Yes,Solved,Reasonable Price,2017-05-08,237,180,1
15,F,Town,Platinum Membership,No,Without Offers,Desktop,Mobile_Data,10,161.12,81460.21,4,752.94,Yes,No,Yes,Solved in Follow-up,User Friendly Website,2016-05-09,601,236,1
62,M,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,23,2290.472306,45794.72,32.92979253,285.4850209,Yes,No,No,Not Applicable,Too many ads,2016-01-01,730,531,3
54,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6,657.52,3243.13,8,775.23,Yes,Yes,No,Not Applicable,Reasonable Price,2015-09-01,852,141,1
49,M,City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,4,96.23,16040.51,24,718.18,No,Yes,No,Not Applicable,Poor Product Quality,2017-01-26,339,87,3
44,F,City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,21,32.58,13849.29,29.57142745,1052.629655,No,Yes,No,Not Applicable,Poor Customer Service,2017-05-14,231,499,3
16,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,209.39,1780.9,21,1335.898263,Yes,Yes,Yes,No Information Available,Poor Website,2015-06-23,922,249,2
37,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,25,198.68,39025.25,8,693.24,Yes,No,No,Not Applicable,Poor Product Quality,2015-05-10,966,595,3
49,M,City,Silver Membership,Yes,Without Offers,Smartphone,Mobile_Data,21,90.12,9671.72,19,722.88,Yes,No,Yes,Unsolved,Too many ads,2017-01-24,341,493,2
36,F,Town,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,4,32.48,38645.35,29,702.6,No,Yes,No,Not Applicable,Too many ads,2017-09-13,109,75,2
62,M,Village,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6,55.29,28013.01,28,681.05,No,Yes,Yes,Solved,Poor Website,2015-10-04,819,124,3
58,M,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,5,68.36,35711.89,7,527.71,No,Yes,Yes,No Information Available,No reason specified,2015-09-26,827,108,3
27,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,5,285.49,36531.93,29,709.13,Yes,No,No,Not Applicable,Too many ads,2017-03-11,295,113,2
58,F,City,Basic Membership,No,Without Offers,Both,Mobile_Data,11,1414.111535,6144.02,10,626.51,Yes,No,Yes,Solved,Poor Customer Service,2016-03-30,641,248,3
63,M,Town,Silver Membership,No,Without Offers,Desktop,Mobile_Data,5,143.92,12961.31,18,717.14,Yes,No,Yes,Solved,No reason specified,2016-09-14,473,115,2
26,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,1,1664.664992,62540.92,1,783.42,Yes,No,No,Not Applicable,Products always in Stock,2015-04-15,991,14,1
41,F,Town,Premium Membership,Yes,Without Offers,Desktop,Fiber_Optic,7,72.02,37071.71,9,781,Yes,No,Yes,Solved,Poor Website,2017-08-29,124,157,2
17,M,City,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,15,89.82,16986.76,13,706.48,No,Yes,No,Not Applicable,Too many ads,2015-02-14,1051,349,3
43,F,Town,No Membership,Yes,Without Offers,Desktop,Wi-Fi,6,448.29,13174.37,6,701.52,No,Yes,Yes,Solved,Poor Customer Service,2017-12-16,15,143,3
21,M,City,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,15,42.2,4209.97,26,622.34,No,Yes,Yes,Unsolved,Poor Website,2016-05-08,602,339,3
60,F,City,Gold Membership,No,Without Offers,Desktop,Mobile_Data,4,306.08,40849.42,20,698.7,No,Yes,No,Not Applicable,Poor Website,2015-01-10,1086,77,3
23,F,City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,212.73,37576.42,21,762.53,Yes,No,Yes,Solved,Poor Website,2015-07-12,903,467,2
61,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Wi-Fi,16,32.99,37122.47,26,684.13,No,Yes,Yes,Solved in Follow-up,Poor Website,2015-08-28,856,362,3
60,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16,46.57,14114.73,9,788.62,Yes,No,No,Not Applicable,Too many ads,2015-12-20,742,383,2
59,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13,71.7,939.84,21,630.1,No,Yes,Yes,Solved,Poor Website,2016-01-21,710,296,3
17,M,Village,Premium Membership,Yes,Without Offers,Desktop,Mobile_Data,15,537.79,59702.69,14,830.63,No,Yes,Yes,Unsolved,Quality Customer Care,2017-04-29,246,343,1
64,F,City,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,20,862.88,21568.96,5,991.6121266,Yes,Yes,No,Not Applicable,Poor Product Quality,2016-10-23,434,458,2
51,F,City,Basic Membership,Yes,Without Offers,Desktop,Wi-Fi,12,233.34,49572.23,18,540.59,No,Yes,No,Not Applicable,Too many ads,2017-06-03,211,286,3
31,F,City,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,16,31.2,31032.14,23,144.0633806,Yes,No,No,Not Applicable,Poor Customer Service,2016-01-20,711,384,3
45,M,City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19,201.59,19552.41,28,1064.859215,Yes,No,No,Not Applicable,Poor Website,2015-04-15,991,441,3
35,M,Town,Platinum Membership,Yes,Without Offers,Desktop,Mobile_Data,13,100.2,4989.85,5,1185.701036,No,Yes,No,Not Applicable,No reason specified,2016-10-11,446,305,2
32,F,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17,46.02,10696.32,19,670.21,Yes,No,Yes,No Information Available,No reason specified,2017-12-25,6,405,3
60,M,City,No Membership,Yes,Without Offers,Desktop,Mobile_Data,11,137.37,40901.12,10,319.5002087,Yes,No,No,Not Applicable,Poor Website,2017-10-02,90,247,3
56,M,City,Basic Membership,Yes,Without Offers,Desktop,Mobile_Data,3,92.62,4266.08,6,693.35,No,Yes,Yes,Unsolved,No reason specified,2016-07-04,545,69,3
30,M,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,326.69,11108.09,29,704.84,Yes,Yes,Yes,Solved,No reason specified,2017-07-20,164,287,2
53,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17,565.18,18250.75,13,737,Yes,No,Yes,No Information Available,No reason specified,2017-04-29,246,386,2
40,M,City,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,3,164.69,12115.49,28,615.8,Yes,No,No,Not Applicable,Poor Website,2015-07-25,890,69,3
33,F,Village,Silver Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,9,60.05,48872.75,12,735.57,Yes,No,Yes,Unsolved,Poor Product Quality,2016-02-15,685,208,2
49,F,Town,No Membership,No,Without Offers,Desktop,Mobile_Data,9,485.5,1483.03,18,682.38,No,Yes,Yes,Solved in Follow-up,No reason specified,2017-07-13,171,210,3
32,F,Town,No Membership,No,Without Offers,Desktop,Wi-Fi,11,73.7,31235.89,29,592.92,No,Yes,No,Not Applicable,Poor Product Quality,2017-08-01,152,253,3
15,F,Village,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15,114.69,1874.62,16,560.43,No,Yes,No,Not Applicable,Poor Customer Service,2016-07-27,522,360,3
27,M,Town,No Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,12,364.1,47359.2,19,633.3,No,Yes,No,Not Applicable,Poor Website,2017-10-28,64,266,3
21,F,City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12,152.24,37579.54,21,707.57,Yes,No,No,Not Applicable,Poor Customer Service,2015-01-05,1091,286,3
46,M,Town,Premium Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,15,348.3,99407.2,2,746.88,Yes,No,Yes,No Information Available,Quality Customer Care,2017-08-19,134,337,1
13,M,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,3,500.87,3531.8,28,402.5417844,No,Yes,Yes,Solved in Follow-up,Poor Website,2017-10-28,64,61,3
59,M,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,12,39.64,4712.17,15,667.74,No,Yes,No,Not Applicable,Poor Customer Service,2017-08-14,139,280,3
30,F,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,12,387.62,12870.35,7,720.96,Yes,No,No,Not Applicable,Poor Customer Service,2017-06-25,189,278,2
49,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15,178.62,24954.99,11,242.9985001,No,Yes,Yes,Solved,Poor Website,2015-04-07,999,351,3
14,F,Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,15,285.9,39102.7,23,614.2,Yes,No,No,Not Applicable,Poor Website,2015-05-16,960,353,3
26,M,Town,Gold Membership,No,Without Offers,Smartphone,Fiber_Optic,16,31.49,31730.23,10,1313.296186,Yes,No,Yes,Solved in Follow-up,No reason specified,2015-06-02,943,368,2
60,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8,161.03,27075.62,16,603.19,No,Yes,No,Not Applicable,Poor Product Quality,2017-04-16,259,176,3
31,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,14,118.61,3935.18,19,581.304656,Yes,No,Yes,No Information Available,No reason specified,2017-01-19,346,333,3
62,F,Village,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,19,1039.018523,7367.47,12,620.79,No,Yes,Yes,No Information Available,Poor Website,2015-12-16,746,444,3
45,M,City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17,78.88,49756.09,6,411.7935836,Yes,No,No,Not Applicable,Quality Customer Care,2017-02-03,331,400,1
59,M,City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,4,584.53,66582.72,14,760.57,Yes,Yes,No,Not Applicable,User Friendly Website,2017-12-02,29,95,1
34,F,City,Silver Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,4,409.46,5671.63,28,298.347787,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,2016-10-22,435,96,3
15,F,Town,Gold Membership,No,Without Offers,Desktop,Mobile_Data,16,106.24,44041.9,29,1146.853778,Yes,No,Yes,Solved in Follow-up,Poor Website,2016-06-23,556,381,3
31,F,City,No Membership,Yes,Without Offers,Desktop,Fiber_Optic,11,33.21,37978.13,26,618.06,Yes,No,No,Not Applicable,Poor Product Quality,2015-04-30,976,242,3
31,F,City,Basic Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,12,466.73,8965.71,8,704.59,Yes,Yes,No,Not Applicable,Poor Website,2017-04-20,255,274,3
13,F,Village,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,14,32.34,42455.42,8,524.64,Yes,No,No,Not Applicable,No reason specified,2015-03-15,1022,318,3
52,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,13,979.9951852,38768.31,17,755.32,No,Yes,No,Not Applicable,Poor Product Quality,2015-11-02,790,307,2
57,M,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,5,114.62,29059.44,20,523.44,No,Yes,Yes,No Information Available,No reason specified,2017-11-22,39,111,3
26,F,City,Basic Membership,No,Without Offers,Desktop,Mobile_Data,14,31.46,39623.1,11,644.32,No,Yes,Yes,Solved in Follow-up,No reason specified,2017-10-23,69,326,3
59,M,Village,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19,30.25,29953.98,15,695.91,Yes,No,Yes,Solved,Poor Website,2015-02-04,1061,452,3
24,F,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12,126.07,8429.68,26,1071.515466,No,Yes,No,Not Applicable,Poor Website,2017-02-28,306,270,3
37,F,City,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18,33.88,44937.35,22,768.77,No,Yes,Yes,Unsolved,Poor Product Quality,2017-08-13,140,412,2
29,M,Town,Gold Membership,No,Without Offers,Both,Fiber_Optic,14,219.96,46740.24,26,756.72,No,Yes,Yes,Solved,Poor Customer Service,2016-02-28,672,330,2
13,F,City,Platinum Membership,No,Without Offers,Smartphone,Fiber_Optic,10,208.68,28744.29,5,772.43,Yes,No,No,Not Applicable,Poor Website,2016-01-28,703,218,2
23,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7,252.18,20683.57,25,636.79,Yes,No,Yes,Unsolved,No reason specified,2017-11-23,38,166,3
23,F,City,Silver Membership,Yes,Without Offers,Desktop,Wi-Fi,14,34.68,90810.25,14,358.7213369,Yes,No,Yes,Solved in Follow-up,User Friendly Website,2015-03-31,1006,313,1
34,M,Village,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15,150.91,28710.32,14,760.16,No,Yes,No,Not Applicable,Reasonable Price,2016-08-19,499,345,1
63,M,City,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,20,33.28,22182.8,12,785.38,Yes,No,Yes,Unsolved,Products always in Stock,2016-09-21,466,471,1
31,M,Village,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,2,546.22,18541.7,23,787.78,Yes,No,Yes,No Information Available,Too many ads,2017-08-10,143,38,2
56,F,Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,17,131.86,33298.13,10,733.49,No,Yes,No,Not Applicable,Poor Website,2016-07-21,528,396,2
43,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,6,253.61,15461.52,29,614.57,Yes,No,Yes,Unsolved,Poor Product Quality,2017-05-15,230,144,3
45,F,City,Silver Membership,Yes,Without Offers,Desktop,Wi-Fi,14,217.75,16014.7,11,685.48,No,Yes,Yes,Unsolved,Too many ads,2016-12-04,392,317,3
64,F,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8,233.64,10361.54,8,522.24,No,Yes,Yes,Solved,Poor Website,2017-11-23,38,192,3
52,M,Village,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,2,296.24,39146.44,14,706.95,Yes,No,No,Not Applicable,Poor Customer Service,2015-02-21,1044,46,2
16,M,Town,Premium Membership,Yes,Without Offers,Both,Wi-Fi,9,684.17,23387.38,18,761.14,Yes,Yes,Yes,Solved in Follow-up,No reason specified,2015-02-26,1039,206,2
41,F,City,Silver Membership,Yes,Without Offers,Desktop,Wi-Fi,6,630.48,45046.3,15,337.6719216,Yes,Yes,No,Not Applicable,Poor Website,2015-05-13,963,132,2
13,M,Town,Silver Membership,No,Without Offers,Both,Mobile_Data,15,392.69,41467.51,6,773.04,No,Yes,Yes,Unsolved,Poor Customer Service,2017-12-24,7,354,2
15,M,City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,17,136,33916.24,18,715.42,Yes,No,No,Not Applicable,Poor Product Quality,2017-07-18,166,400,2
60,M,Village,Gold Membership,Yes,Without Offers,Both,Fiber_Optic,5,561.01,20514.82,18,637.88,Yes,No,No,Not Applicable,Poor Customer Service,2016-08-10,508,114,3
35,M,Village,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19,64.85,13230.69,19,715.56,No,Yes,No,Not Applicable,User Friendly Website,2015-05-11,965,437,1
10,F,Town,Platinum Membership,No,Without Offers,Smartphone,Wi-Fi,6,369.65,4010.61,26,261.9672558,Yes,Yes,No,Not Applicable,Poor Website,2015-04-07,999,127,2
47,F,City,Gold Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,13,754.02,20570.34,2,825.12,Yes,Yes,No,Not Applicable,Reasonable Price,2017-02-14,320,305,1
36,F,City,No Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,22,108.71,3800.09,21,585.98,No,Yes,No,Not Applicable,Poor Product Quality,2017-01-21,344,520,3
49,F,City,Premium Membership,Yes,Without Offers,Desktop,Mobile_Data,11,55.53,45079.93,13,736.1844237,Yes,No,No,Not Applicable,No reason specified,2016-12-22,374,247,2
49,M,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15,39.59,46262.25,27,687.82,Yes,No,No,Not Applicable,Too many ads,2016-12-21,375,360,3
